tract_home1;tract_home2;nr_social_ties
14000US25009204102;14000US25009204500;1
14000US25009204102;14000US25009204600;1
14000US25009204102;14000US25009204701;6
14000US25009204102;14000US25009204702;4
14000US25009204102;14000US25009206200;1
14000US25009204102;14000US25009206800;1
14000US25009204102;14000US25009206900;1
14000US25009204102;14000US25009210300;1
14000US25009204102;14000US25009210400;1
14000US25009204102;14000US25009211200;2
14000US25009204102;14000US25009211401;1
14000US25009204102;14000US25009217100;1
14000US25009204102;14000US25009217202;1
14000US25009204102;14000US25009221500;1
14000US25009204102;14000US25009261101;1
14000US25009204102;14000US25009267101;1
14000US25009204102;14000US25017314200;1
14000US25009204102;14000US25017315401;1
14000US25009204102;14000US25017316101;1
14000US25009204102;14000US25017316102;2
14000US25009204102;14000US25017316300;1
14000US25009204102;14000US25017316400;1
14000US25009204102;14000US25017332400;1
14000US25009204102;14000US25017333400;1
14000US25009204102;14000US25017373600;1
14000US25009204102;14000US25021404100;1
14000US25009204102;14000US25021413500;2
14000US25009204102;14000US25021415102;2
14000US25009204102;14000US25021443101;2
14000US25009204102;14000US25021443102;2
14000US25009204102;14000US25023504101;1
14000US25009204102;14000US25023509101;1
14000US25009204102;14000US25025000502;1
14000US25009204102;14000US25025000802;1
14000US25009204102;14000US25025020303;1
14000US25009204102;14000US25025070300;1
14000US25009204102;14000US25025090700;1
14000US25009204102;14000US25025091100;1
14000US25009204102;14000US25025140102;1
14000US25009204102;14000US25025160502;1
14000US25009204200;14000US25009202102;4
14000US25009204200;14000US25009203301;2
14000US25009204200;14000US25009204101;4
14000US25009204200;14000US25009204102;4
14000US25009204200;14000US25009204200;12
14000US25009204200;14000US25009204300;3
14000US25009204200;14000US25009204400;1
14000US25009204200;14000US25009204500;7
14000US25009204200;14000US25009204600;5
14000US25009204200;14000US25009204701;14
14000US25009204200;14000US25009204702;5
14000US25009204200;14000US25009205200;2
14000US25009204200;14000US25009205600;1
14000US25009204200;14000US25009205700;1
14000US25009204200;14000US25009205900;3
14000US25009204200;14000US25009206000;1
14000US25009204200;14000US25009206200;1
14000US25009204200;14000US25009206300;3
14000US25009204200;14000US25009206600;3
14000US25009204200;14000US25009206800;3
14000US25009204200;14000US25009206900;2
14000US25009204200;14000US25009207100;3
14000US25009204200;14000US25009208200;1
14000US25009204200;14000US25009209200;1
14000US25009204200;14000US25009210100;2
14000US25009204200;14000US25009210300;1
14000US25009204200;14000US25009210400;1
14000US25009204200;14000US25009210600;4
14000US25009204200;14000US25009210700;2
14000US25009204200;14000US25009210800;6
14000US25009204200;14000US25009211100;2
14000US25009204200;14000US25009211200;5
14000US25009204200;14000US25009211300;4
14000US25009204200;14000US25009211401;1
14000US25009204200;14000US25009211402;2
14000US25009204200;14000US25009212100;4
14000US25009204200;14000US25009213100;1
14000US25009204200;14000US25009215102;1
14000US25009204200;14000US25009217100;2
14000US25009204200;14000US25009217201;6
14000US25009204200;14000US25009217300;3
14000US25009204200;14000US25009217400;2
14000US25009204200;14000US25009217500;1
14000US25009204200;14000US25009217600;2
14000US25009204200;14000US25009221300;1
14000US25009204200;14000US25009221902;1
14000US25009204200;14000US25009250100;1
14000US25009204200;14000US25009250600;2
14000US25009204200;14000US25009253100;1
14000US25009204200;14000US25009253203;1
14000US25009204200;14000US25017310100;2
14000US25009204200;14000US25017316101;2
14000US25009204200;14000US25017321600;1
14000US25009204200;14000US25017324101;1
14000US25009204200;14000US25017330200;1
14000US25009204200;14000US25017332100;3
14000US25009204200;14000US25017332200;1
14000US25009204200;14000US25017332300;2
14000US25009204200;14000US25017332400;1
14000US25009204200;14000US25017338100;1
14000US25009204200;14000US25017339802;1
14000US25009204200;14000US25017341500;1
14000US25009204200;14000US25017342300;1
14000US25009204200;14000US25017351404;1
14000US25009204200;14000US25017352500;1
14000US25009204200;14000US25017353000;1
14000US25009204200;14000US25017353101;3
14000US25009204200;14000US25017353700;1
14000US25009204200;14000US25017354000;1
14000US25009204200;14000US25017359300;1
14000US25009204200;14000US25017366201;1
14000US25009204200;14000US25017368400;1
14000US25009204200;14000US25017368600;1
14000US25009204200;14000US25017368901;2
14000US25009204200;14000US25017374700;2
14000US25009204200;14000US25017383501;1
14000US25009204200;14000US25017387202;1
14000US25009204200;14000US25017388300;1
14000US25009204200;14000US25021400300;2
14000US25009204200;14000US25021404100;1
14000US25009204200;14000US25021412300;1
14000US25009204200;14000US25021416102;1
14000US25009204200;14000US25021416400;1
14000US25009204200;14000US25021417300;1
14000US25009204200;14000US25021417902;1
14000US25009204200;14000US25021418002;1
14000US25009204200;14000US25021420100;2
14000US25009204200;14000US25021420202;1
14000US25009204200;14000US25021443101;2
14000US25009204200;14000US25021443102;2
14000US25009204200;14000US25023504102;1
14000US25009204200;14000US25023510600;1
14000US25009204200;14000US25023521102;1
14000US25009204200;14000US25023524102;1
14000US25009204200;14000US25023530400;1
14000US25009204200;14000US25025000201;1
14000US25009204200;14000US25025000503;1
14000US25009204200;14000US25025000601;1
14000US25009204200;14000US25025000703;2
14000US25009204200;14000US25025000802;1
14000US25009204200;14000US25025010300;1
14000US25009204200;14000US25025010500;1
14000US25009204200;14000US25025010600;1
14000US25009204200;14000US25025010702;1
14000US25009204200;14000US25025020101;1
14000US25009204200;14000US25025020303;2
14000US25009204200;14000US25025030300;1
14000US25009204200;14000US25025040300;1
14000US25009204200;14000US25025040600;1
14000US25009204200;14000US25025051000;1
14000US25009204200;14000US25025051101;1
14000US25009204200;14000US25025060600;1
14000US25009204200;14000US25025061200;1
14000US25009204200;14000US25025070101;1
14000US25009204200;14000US25025070300;1
14000US25009204200;14000US25025070600;2
14000US25009204200;14000US25025070700;1
14000US25009204200;14000US25025080500;1
14000US25009204200;14000US25025081400;1
14000US25009204200;14000US25025090400;1
14000US25009204200;14000US25025090700;1
14000US25009204200;14000US25025091001;3
14000US25009204200;14000US25025091900;1
14000US25009204200;14000US25025100100;1
14000US25009204200;14000US25025100200;1
14000US25009204200;14000US25025101001;1
14000US25009204200;14000US25025120201;1
14000US25009204200;14000US25025130402;1
14000US25009204200;14000US25025140105;1
14000US25009204200;14000US25025140400;1
14000US25009204200;14000US25025160400;1
14000US25009204200;14000US25025160501;2
14000US25009204200;14000US25025160502;1
14000US25009204200;14000US25025160601;1
14000US25009204200;14000US25025170502;1
14000US25009204200;14000US25025170702;1
14000US25009204200;14000US25025980300;1
14000US25009204200;14000US25025981300;1
14000US25009204200;14000US25025981700;1
14000US25009204200;14000US33017080203;1
14000US25009204300;14000US25009203100;1
14000US25009204300;14000US25009203301;2
14000US25009204300;14000US25009204101;1
14000US25009204300;14000US25009204102;2
14000US25009204300;14000US25009204200;3
14000US25009204300;14000US25009204300;2
14000US25009204300;14000US25009204400;3
14000US25009204300;14000US25009204500;4
14000US25009204300;14000US25009204701;2
14000US25009204300;14000US25009204702;1
14000US25009204300;14000US25009205100;1
14000US25009204300;14000US25009205200;1
14000US25009204300;14000US25009205300;2
14000US25009204300;14000US25009205400;1
14000US25009204300;14000US25009205800;1
14000US25009204300;14000US25009205900;3
14000US25009204300;14000US25009206000;1
14000US25009204300;14000US25009206200;1
14000US25009204300;14000US25009206300;1
14000US25009204300;14000US25009206400;1
14000US25009204300;14000US25009206500;1
14000US25009204300;14000US25009206600;2
14000US25009204300;14000US25009206800;1
14000US25009204300;14000US25009206900;1
14000US25009204300;14000US25009207100;2
14000US25009204300;14000US25009208102;1
14000US25009204300;14000US25009208200;1
14000US25009204300;14000US25009210300;1
14000US25009204300;14000US25009210500;1
14000US25009204300;14000US25009210600;1
14000US25009204300;14000US25009210700;1
14000US25009204300;14000US25009210900;1
14000US25009204300;14000US25009211200;1
14000US25009204300;14000US25009211402;1
14000US25009204300;14000US25009213100;1
14000US25009204300;14000US25009215102;2
14000US25009204300;14000US25009217100;1
14000US25009204300;14000US25009217400;2
14000US25009204300;14000US25009217500;1
14000US25009204300;14000US25009217600;1
14000US25009204300;14000US25009220101;1
14000US25009204300;14000US25009223300;1
14000US25009204300;14000US25009250100;1
14000US25009204300;14000US25009250800;1
14000US25009204300;14000US25009260800;2
14000US25009204300;14000US25009267101;1
14000US25009204300;14000US25017324101;2
14000US25009204300;14000US25017331200;1
14000US25009204300;14000US25017335100;1
14000US25009204300;14000US25017335200;1
14000US25009204300;14000US25017339500;1
14000US25009204300;14000US25017339600;1
14000US25009204300;14000US25017340000;1
14000US25009204300;14000US25017341300;1
14000US25009204300;14000US25017350800;1
14000US25009204300;14000US25017351203;1
14000US25009204300;14000US25017351300;1
14000US25009204300;14000US25017352102;2
14000US25009204300;14000US25017352300;1
14000US25009204300;14000US25017352800;1
14000US25009204300;14000US25017353101;1
14000US25009204300;14000US25017353102;1
14000US25009204300;14000US25017354500;1
14000US25009204300;14000US25017356300;1
14000US25009204300;14000US25017360200;1
14000US25009204300;14000US25017370300;1
14000US25009204300;14000US25021400100;1
14000US25009204300;14000US25021400300;1
14000US25009204300;14000US25021400400;1
14000US25009204300;14000US25021400500;2
14000US25009204300;14000US25021400600;1
14000US25009204300;14000US25021404100;1
14000US25009204300;14000US25021417100;1
14000US25009204300;14000US25021417902;1
14000US25009204300;14000US25025000100;2
14000US25009204300;14000US25025000202;1
14000US25009204300;14000US25025000703;1
14000US25009204300;14000US25025010600;1
14000US25009204300;14000US25025010702;1
14000US25009204300;14000US25025020101;1
14000US25009204300;14000US25025030300;2
14000US25009204300;14000US25025050700;1
14000US25009204300;14000US25025060501;1
14000US25009204300;14000US25025070700;1
14000US25009204300;14000US25025092400;1
14000US25009204300;14000US25025120600;1
14000US25009204300;14000US25025160200;1
14000US25009204300;14000US25025981300;1
14000US25009204300;14000US25025981501;2
14000US25009204300;14000US25025981700;1
14000US25009204300;14000US33015063001;1
14000US25009204300;14000US33015069100;1
14000US25009204400;14000US25009203100;1
14000US25009204400;14000US25009204200;1
14000US25009204400;14000US25009204300;3
14000US25009204400;14000US25009204500;2
14000US25009204400;14000US25009204701;1
14000US25009204400;14000US25009208102;1
14000US25009204400;14000US25009208300;1
14000US25009204400;14000US25009217500;1
14000US25009204400;14000US25009217600;1
14000US25009204400;14000US25009223300;1
14000US25009204400;14000US25025010701;1
14000US25009204400;14000US25025981202;1
14000US25009204500;14000US25009201100;1
14000US25009204500;14000US25009202102;2
14000US25009204500;14000US25009204101;1
14000US25009204500;14000US25009204102;1
14000US25009204500;14000US25009204200;7
14000US25009204500;14000US25009204300;4
14000US25009204500;14000US25009204400;2
14000US25009204500;14000US25009204500;2
14000US25009204500;14000US25009204701;4
14000US25009204500;14000US25009204702;1
14000US25009204500;14000US25009205200;3
14000US25009204500;14000US25009205500;1
14000US25009204500;14000US25009205600;1
14000US25009204500;14000US25009205900;3
14000US25009204500;14000US25009206100;3
14000US25009204500;14000US25009206200;3
14000US25009204500;14000US25009206600;3
14000US25009204500;14000US25009206800;2
14000US25009204500;14000US25009207100;1
14000US25009204500;14000US25009208300;1
14000US25009204500;14000US25009210300;1
14000US25009204500;14000US25009210500;1
14000US25009204500;14000US25009210600;2
14000US25009204500;14000US25009210700;1
14000US25009204500;14000US25009210800;2
14000US25009204500;14000US25009210900;1
14000US25009204500;14000US25009212100;3
14000US25009204500;14000US25009213100;1
14000US25009204500;14000US25009217100;1
14000US25009204500;14000US25009217201;2
14000US25009204500;14000US25009217300;1
14000US25009204500;14000US25009217400;1
14000US25009204500;14000US25009250800;1
14000US25009204500;14000US25009252502;1
14000US25009204500;14000US25017311700;1
14000US25009204500;14000US25017314101;1
14000US25009204500;14000US25017321300;1
14000US25009204500;14000US25017324101;1
14000US25009204500;14000US25017335200;1
14000US25009204500;14000US25017337201;1
14000US25009204500;14000US25017341200;1
14000US25009204500;14000US25017341500;1
14000US25009204500;14000US25017342202;1
14000US25009204500;14000US25017342500;1
14000US25009204500;14000US25017350200;1
14000US25009204500;14000US25017350700;1
14000US25009204500;14000US25017350900;1
14000US25009204500;14000US25017351100;1
14000US25009204500;14000US25017351204;1
14000US25009204500;14000US25017351300;1
14000US25009204500;14000US25017352102;2
14000US25009204500;14000US25017352400;1
14000US25009204500;14000US25017352800;1
14000US25009204500;14000US25017352900;1
14000US25009204500;14000US25017353000;1
14000US25009204500;14000US25017353101;2
14000US25009204500;14000US25017353102;1
14000US25009204500;14000US25017353600;1
14000US25009204500;14000US25017354000;1
14000US25009204500;14000US25017354300;1
14000US25009204500;14000US25017365201;1
14000US25009204500;14000US25017373200;1
14000US25009204500;14000US25017373600;1
14000US25009204500;14000US25017373700;1
14000US25009204500;14000US25017374100;1
14000US25009204500;14000US25017374400;1
14000US25009204500;14000US25021403100;1
14000US25009204500;14000US25021417601;1
14000US25009204500;14000US25021417701;1
14000US25009204500;14000US25021418200;1
14000US25009204500;14000US25025000504;1
14000US25009204500;14000US25025000601;1
14000US25009204500;14000US25025000701;1
14000US25009204500;14000US25025000703;3
14000US25009204500;14000US25025000802;2
14000US25009204500;14000US25025010204;1
14000US25009204500;14000US25025010300;1
14000US25009204500;14000US25025010600;2
14000US25009204500;14000US25025010702;3
14000US25009204500;14000US25025020101;1
14000US25009204500;14000US25025020303;1
14000US25009204500;14000US25025030300;1
14000US25009204500;14000US25025070101;2
14000US25009204500;14000US25025070200;1
14000US25009204500;14000US25025070300;2
14000US25009204500;14000US25025070500;1
14000US25009204500;14000US25025070600;1
14000US25009204500;14000US25025070700;1
14000US25009204500;14000US25025090700;1
14000US25009204500;14000US25025090901;1
14000US25009204500;14000US25025091100;1
14000US25009204500;14000US25025100603;1
14000US25009204500;14000US25025120301;1
14000US25009204500;14000US25025120400;1
14000US25009204500;14000US25025180301;1
14000US25009204500;14000US25025981000;1
14000US25009204500;14000US25025981300;3
14000US25009204500;14000US25025981700;2
14000US25009204500;14000US25025981800;1
14000US25009204500;14000US33015065001;1
14000US25009204600;14000US25009202200;1
14000US25009204600;14000US25009204102;1
14000US25009204600;14000US25009204200;5
14000US25009204600;14000US25009204600;2
14000US25009204600;14000US25009204702;1
14000US25009204600;14000US25009205100;1
14000US25009204600;14000US25009205200;2
14000US25009204600;14000US25009206400;1
14000US25009204600;14000US25009208300;1
14000US25009204600;14000US25009209100;2
14000US25009204600;14000US25009210300;1
14000US25009204600;14000US25009210600;1
14000US25009204600;14000US25009210700;2
14000US25009204600;14000US25009211200;1
14000US25009204600;14000US25009211401;1
14000US25009204600;14000US25009217100;1
14000US25009204600;14000US25009217201;1
14000US25009204600;14000US25009217300;2
14000US25009204600;14000US25009265101;1
14000US25009204600;14000US25017321300;1
14000US25009204600;14000US25017334400;1
14000US25009204600;14000US25017336402;1
14000US25009204600;14000US25017340000;1
14000US25009204600;14000US25017341101;1
14000US25009204600;14000US25017341300;3
14000US25009204600;14000US25017341500;5
14000US25009204600;14000US25017341600;4
14000US25009204600;14000US25017341700;3
14000US25009204600;14000US25017341800;2
14000US25009204600;14000US25017341901;1
14000US25009204600;14000US25017341902;1
14000US25009204600;14000US25017342102;1
14000US25009204600;14000US25017342202;1
14000US25009204600;14000US25017342300;1
14000US25009204600;14000US25017342500;1
14000US25009204600;14000US25017342600;1
14000US25009204600;14000US25017351203;1
14000US25009204600;14000US25017351404;1
14000US25009204600;14000US25017368800;1
14000US25009204600;14000US25021401000;1
14000US25009204600;14000US25021410100;1
14000US25009204600;14000US25021456200;1
14000US25009204600;14000US25025010702;1
14000US25009204600;14000US25025020303;3
14000US25009204600;14000US25025070300;1
14000US25009204600;14000US25025092400;1
